# {"t_start": 1586114295.61758, "env_id": "LunarLanderContinuous-v2"} 
-158.164879,68,120.520568
-1005.642352,111,121.204439
-273.825772,98,121.314828
-349.947278,69,121.392966
-553.845449,65,121.468265
-618.940246,67,121.543333
-624.621432,67,121.613605
-708.886153,81,121.793808
-343.826729,56,121.859051
-541.612759,65,121.936754
-646.490668,68,122.033232
-753.464454,89,122.160487
-532.00164,228,122.579046
-535.330645,59,122.650486
-644.106142,69,122.733645
-542.638662,64,122.809069
-487.250446,56,122.870069
-543.126432,72,122.958775
-755.52049,90,123.070563
-369.624176,69,123.683089
-145.15118,55,123.741447
-763.17652,93,123.849779
-465.141393,62,123.914395
-615.033086,68,123.991254
-374.604379,51,124.04333
-460.534227,69,124.116321
-291.797603,52,124.170047
-43.851778,86,124.352753
-540.367875,59,124.418608
-631.507978,69,124.499629
-501.401603,58,124.562438
-487.710626,53,124.620087
-414.246346,60,124.685965
-604.633186,80,124.782932
-406.59893,49,124.833406
-353.349671,69,124.996318
-710.222384,84,125.097813
-437.992922,52,125.15766
-533.431734,58,125.220876
-489.192959,59,125.28561
-207.26375,55,125.347974
-483.726346,57,125.410126
-546.753296,64,125.480485
-615.605911,67,126.113437
-576.616602,61,126.179438
-596.950905,74,126.257893
-801.510544,79,126.343801
-612.928779,86,126.442038
-652.350761,68,126.515208
-339.426208,51,126.567751
72.100769,80,126.732098
-585.810323,72,126.814232
-651.428991,73,126.902481
-470.057683,65,126.977813
-685.476944,79,127.07116
-517.966401,72,127.151628
-433.359054,60,127.217033
-529.000861,58,127.365652
-436.23582,77,127.458032
-659.716723,72,127.546475
-232.993173,61,127.618788
-144.162994,69,127.69963
-658.890933,96,127.814819
-455.335807,52,127.867811
-561.926112,64,128.529358
-372.789458,52,128.586751
-556.608003,64,128.657159
-605.297126,80,128.746234
-667.338617,80,128.834507
-962.178775,102,128.95685
-439.860662,86,129.050118
-726.441527,82,129.223977
-556.630385,64,129.297234
-631.232271,74,129.380001
-582.469373,72,129.459651
-594.21449,66,129.533938
-487.188285,55,129.593559
-1274.349679,114,129.803784
-653.96712,79,129.899134
-333.176731,61,129.968528
-549.934833,69,130.046125
-612.487926,76,130.127878
-459.498966,65,130.20188
-658.086422,67,130.276618
-997.79448,101,130.960447
-484.454,55,131.01948
-248.558014,77,131.107054
-597.158911,66,131.179975
-931.428833,105,131.305053
-495.526875,72,131.387683
-343.527367,56,131.445364
-1291.052643,109,131.653744
-345.903092,69,131.726284
-659.193722,72,131.81212
-451.490679,55,131.872622
-271.662956,65,131.945912
-536.409464,61,132.010543
-1291.776625,112,132.205025
-84.102668,75,132.297006
-634.637869,71,132.378613
-749.350305,76,132.464677
-622.968289,69,132.545419
-556.048049,60,132.609654
-305.040421,69,132.689635
-641.674693,67,132.766025
-708.204101,85,133.440136
-1278.385223,107,133.566337
-545.404735,69,133.645033
-200.539649,71,133.727427
-478.980217,54,133.782442
-501.986202,82,133.876545
-664.475726,71,134.036626
-470.250801,53,134.09676
-307.805284,55,134.159073
-690.89906,74,134.242231
-135.438661,73,134.328942
-479.812814,64,134.396579
-401.106007,52,134.450984
-340.616559,104,134.650793
-525.632819,63,134.726894
-771.119981,90,134.838953
-547.683514,60,134.907033
-504.257347,56,134.966744
-367.796103,58,135.031194
-773.343034,81,135.122772
-607.440502,76,135.202489
-191.717828,71,135.859688
-889.566079,86,135.955153
-641.013912,72,136.033034
-612.762709,67,136.107105
-682.565626,73,136.186697
-359.173209,50,136.239029
-580.027456,62,136.305502
-714.720846,90,136.475502
-431.306422,52,136.53229
-292.775976,62,136.596226
-518.923986,57,136.657873
-486.123697,56,136.718201
-585.083855,65,136.788268
-420.599391,51,136.841698
-166.524905,53,136.898352
-400.767123,54,137.024544
-681.628047,76,137.114527
-457.068212,69,137.191687
-744.964586,81,137.28305
-423.876439,60,137.344819
-1073.355119,108,137.471886
-495.046155,55,137.530889
-426.861126,56,138.202465
-580.3929,70,138.277668
-430.355179,55,138.337024
-436.216639,55,138.399976
-133.348447,62,138.47126
-589.933676,64,138.540044
-557.737769,60,138.603851
-475.939379,56,138.662692
-471.445736,54,138.717666
-615.78326,84,138.8773
-610.708367,70,138.959684
-582.78861,64,139.032522
-546.378046,59,139.098226
-490.625402,55,139.156934
-322.392956,52,139.21439
-547.883455,62,139.281927
-559.335056,65,139.353321
-678.412205,75,139.52046
-528.940387,60,139.590171
-413.845702,58,139.659492
-818.032937,85,139.757147
-618.258435,68,139.842084
-508.233373,58,139.910068
-309.574001,60,139.973252
-480.353178,55,140.755799
-682.927324,76,140.862452
-268.269574,62,140.937825
-532.409375,61,141.019596
-452.385389,56,141.089382
-808.531483,76,141.182816
-681.786513,75,141.274834
-580.418004,62,141.347179
-435.221613,50,141.490742
-292.050329,72,141.582353
-483.06764,57,141.648166
-465.90504,57,141.713709
-513.79658,57,141.77803
-625.336487,66,141.851417
-651.656269,69,141.927172
-464.881859,57,141.988114
-464.564356,55,142.113369
-379.62533,57,142.181089
-660.045296,71,142.264479
-531.353417,66,142.342772
-579.187995,64,142.416066
-581.331526,63,142.4858
-483.03524,56,142.547555
-564.203079,97,143.29817
-385.099762,54,143.360362
-119.144205,78,143.444891
-615.31854,81,143.531689
-542.928918,78,143.614656
-529.187849,72,143.689557
-571.712598,61,143.750372
-400.136596,50,143.79989
-737.24787,88,143.956422
-628.348096,72,144.040408
-482.855288,89,144.14014
-411.985505,53,144.197194
-555.446784,62,144.263874
-580.780853,62,144.330256
-616.775023,70,144.406381
-696.182867,81,144.560446
-299.875874,76,144.648399
-687.809907,75,144.731089
-372.000365,52,144.790905
-515.811863,69,144.868859
-503.090852,57,144.928937
-483.809303,59,144.991431
-92.362931,82,145.698848
-359.424669,50,145.75205
-458.417428,74,145.832293
-643.346702,81,145.920862
-516.272212,58,145.98335
-515.748513,60,146.048124
-575.088193,72,146.126953
-521.519547,80,146.215662
-514.999955,58,146.3411
-574.946617,63,146.411571
-594.077228,64,146.483235
-607.561766,88,146.585044
-460.206997,52,146.640663
-616.08808,66,146.712079
-544.007837,72,146.791501
-531.399307,83,146.943094
-613.872531,65,147.008999
-553.570608,61,147.071411
-562.39598,73,147.146606
-658.577446,70,147.215947
-676.59101,78,147.293557
-486.524901,54,147.345855
-322.579676,72,148.003258
-628.544688,85,148.086787
-564.089749,72,148.157883
-477.205394,65,148.221696
-648.276105,68,148.292611
-660.806311,71,148.359919
-557.892629,61,148.418086
-544.402763,61,148.475332
-826.155629,71,148.628759
-495.659239,95,148.735857
-595.253378,68,148.80546
-529.110445,58,148.862068
-592.3097,66,148.927602
-618.117852,68,148.995232
-750.295382,74,149.073141
-491.815357,89,149.229228
-487.488868,120,149.373313
-444.960654,71,149.443926
-395.59601,50,149.492768
-549.559113,59,149.553483
-586.775951,64,149.620492
-729.211401,61,150.30853
-667.995139,70,150.382066
-732.875008,62,150.455543
-768.706525,68,150.534135
-550.202106,74,150.614896
-591.87358,66,150.685612
-372.264603,127,150.826392
-739.857114,77,150.984451
-590.367059,80,151.075732
-619.209855,77,151.173373
-239.452984,126,151.324921
-672.146789,70,151.401501
-515.01621,79,151.487808
-577.368417,76,151.665701
-525.345219,60,151.737938
-511.993858,64,151.817258
-686.350762,68,151.897001
-352.162352,125,152.054153
-606.139042,77,152.138572
-499.055738,58,152.816284
-742.417542,79,152.903265
-579.071173,63,152.972319
-731.554854,78,153.058858
-499.738082,58,153.123085
-622.825813,66,153.19448
-551.297379,60,153.257131
-551.556361,68,153.332726
-542.898818,73,153.481041
-672.379893,80,153.57198
-527.405707,81,153.671821
-603.49171,66,153.749703
-546.442928,75,153.854651
-640.101303,77,153.982025
-143.455281,88,154.225932
-575.195674,123,154.428414
-573.456806,67,154.523321
-453.62537,53,154.588912
-537.735336,77,154.682003
-590.728885,64,154.761507
-415.132957,51,154.827318
-465.219678,53,155.69838
-548.181272,66,155.814547
-565.656374,63,155.908647
-496.907694,55,155.992477
-487.677962,57,156.072591
-461.783577,53,156.147313
-449.808614,73,156.245965
-444.723883,55,156.319089
-621.297008,68,156.484986
-675.026718,94,156.645262
-202.886433,99,156.803611
-507.693872,76,156.920787
-556.056388,70,157.046727
-456.66109,54,157.136411
-528.153073,81,157.274822
-624.217503,89,157.525138
-524.887643,66,157.620563
-581.423278,63,157.711463
-607.004721,66,157.807734
-465.459762,56,157.88568
-651.937858,89,158.025406
-551.954269,76,158.129673
-633.16628,67,158.981992
-669.476288,89,159.129625
-622.645627,70,159.233233
-381.40119,51,159.309286
-626.93462,75,159.425272
-657.270667,78,159.539165
-774.875289,83,159.669197
-618.134549,65,159.861422
-776.06882,84,159.988596
-523.468073,68,160.104066
-343.152523,53,160.197467
-758.66179,82,160.336051
-1058.160524,127,160.534413
-532.501125,82,160.74311
-415.993099,52,160.820857
-629.062697,71,160.923506
-668.917729,86,161.059577
-651.888211,72,161.166904
-647.809997,69,161.277668
-656.981907,92,162.230253
-585.501736,64,162.312229
-836.398651,86,162.423046
-251.135396,85,162.556131
-588.292186,63,162.656677
-634.345678,63,162.758849
-521.292664,64,162.854136
-504.819723,67,162.944118
-553.481328,61,163.128754
-465.743461,55,163.202483
-86.480552,79,163.315622
-587.55305,64,163.394648
-599.47388,64,163.473063
-521.690616,63,163.553928
-681.570489,99,163.679723
-380.74132,58,163.856195
-498.469681,96,163.981914
-431.116968,53,164.046742
-446.826201,52,164.109413
-524.537524,74,164.204641
-569.006262,72,164.295133
-541.035442,74,164.379943
-632.97612,63,165.175967
-558.380357,63,165.256435
-1133.167887,160,165.472803
-769.596425,77,165.567681
-562.756651,60,165.639725
-656.109469,89,165.757692
-429.600165,64,165.908525
-491.289352,56,165.97152
-449.546288,55,166.033806
-578.796203,64,166.103043
-466.612156,55,166.161793
-713.861794,61,166.231987
-721.104801,81,166.320904
-543.728971,61,166.392099
-486.640141,56,166.538387
-637.755465,76,166.640217
-688.643139,74,166.733931
-536.936402,77,166.828623
-568.423625,61,166.904667
-658.575482,71,166.995063
-446.19192,53,167.056038
-622.296904,67,167.969548
-438.585127,53,168.040266
-443.472077,54,168.109577
-598.899369,63,168.198678
-700.957519,79,168.328876
-562.971157,62,168.418928
-843.868273,85,168.525657
-854.129185,120,168.790413
-628.840595,75,168.932772
-501.48801,89,169.08287
-654.951518,64,169.179178
-616.278377,81,169.295642
-526.945851,59,169.369246
-611.917477,68,169.458274
-569.115984,94,169.656883
-623.932668,67,169.741545
-377.665609,50,169.801
-731.482919,75,169.891469
-674.655921,83,169.990115
-948.119532,111,170.125289
-474.534396,104,170.961495
-482.533793,54,171.034836
-496.190974,59,171.11626
-1247.580801,152,171.343266
-539.943193,60,171.418888
-594.200488,75,171.522769
-849.464743,110,171.765662
-764.725604,107,171.920908
-417.587738,52,171.987281
-768.071623,80,172.091996
-649.82351,66,172.179215
-598.154228,80,172.286359
-636.437542,72,172.454955
-485.268016,55,172.528742
-544.627774,60,172.613105
-561.941814,61,172.689726
-557.71919,61,172.771349
-445.685386,53,172.839338
-782.307843,89,172.963926
-544.468796,72,173.085367
-531.205497,58,173.940378
-515.730197,59,174.021224
-497.040186,57,174.090796
-563.979679,62,174.173038
-598.563881,67,174.257521
-767.648626,83,174.359582
-549.028784,65,174.444926
-537.253797,60,174.518865
-599.753423,64,174.682759
-668.620203,65,174.772656
-686.606479,61,174.859654
-561.650137,62,174.951533
-555.745732,79,175.090889
-929.030667,108,175.252763
-654.825812,70,175.342575
-674.359812,80,175.531071
-534.584711,62,175.623529
-578.546038,64,175.714095
-461.83726,59,175.794823
-721.312354,79,175.902078
-701.755448,92,176.030613
-524.454196,60,176.106415
-423.56687,55,176.871359
-495.915709,59,176.946858
-674.709403,73,177.053032
-481.771117,88,177.192528
-495.866085,83,177.312835
-417.766717,49,177.375067
-492.124233,57,177.446387
-726.552897,76,177.639273
-669.255491,78,177.748168
-427.683192,55,177.824566
-576.310194,66,177.909878
-383.665618,50,177.972687
-644.283694,68,178.058739
-301.675713,97,178.177606
-492.048348,58,178.24699
-651.179952,75,178.406164
-1442.434104,133,178.582976
-486.241764,60,178.651951
-397.240981,93,178.765324
-541.427662,61,178.834897
-729.345432,86,178.930726
-938.984754,135,179.986935
-533.256765,61,180.073613
-1226.756146,115,180.264954
-560.799741,63,180.369469
-895.697232,94,180.517436
-846.170784,96,180.741443
-373.695621,85,180.909044
-188.693878,87,181.099764
-576.420238,66,181.193837
-560.538122,65,181.282266
-642.860648,80,181.403313
-494.005535,75,181.607441
-425.774562,56,181.688635
-680.088929,79,181.797023
-579.314761,69,181.8909
-335.496071,50,181.952853
-1267.528176,138,182.145164
-545.296541,74,182.244507
-49.417604,72,183.21111
-1115.23868,117,183.421006
-538.070533,61,183.512063
-577.554107,65,183.600378
-643.65625,67,183.686365
-333.999127,105,183.846896
-547.030786,62,184.020995
-535.599407,61,184.106531
-641.011053,134,184.30349
-697.992246,77,184.435223
-607.72359,66,184.529397
-498.192251,66,184.617968
-724.258187,87,184.818634
-614.642298,78,184.940853
-527.735263,59,185.023644
-533.104683,82,185.156462
-564.460571,61,185.238977
-573.169362,65,185.332935
-538.115143,60,185.423809
-766.981554,84,186.366269
-886.260475,114,186.552328
-687.100618,81,186.662908
-405.949396,52,186.747737
-578.25002,66,186.844953
-660.855102,75,186.964934
-449.024662,55,187.043266
-628.308076,90,187.288409
-748.01804,97,187.451317
-522.930824,58,187.537536
-503.406236,58,187.62816
-402.12953,51,187.710879
-697.194008,83,187.828624
-482.128294,75,187.933084
-737.148543,105,188.156574
-734.767385,78,188.26085
-508.708474,57,188.333627
-607.569087,71,188.427039
-503.647499,79,188.531991
-564.709636,61,188.610933
-707.701945,99,189.493738
-589.350158,66,189.574311
-565.119429,69,189.65622
-852.572489,144,189.844137
-780.89584,80,189.928085
-647.430349,75,190.005397
-875.157245,86,190.204141
-853.1853,114,190.367372
-525.721403,78,190.500224
-383.958716,50,190.57918
-428.424656,54,190.667639
-452.511501,53,190.764898
-674.350023,74,190.897229
-627.421532,75,191.099308
-446.738588,53,191.180525
-580.086347,72,191.310172
-773.939573,81,191.439024
-419.348412,49,191.510858
-637.733047,71,191.610964
-747.954365,83,191.722591
-525.854937,58,191.795959
-616.707003,74,192.760962
-563.007445,66,192.83682
-429.698554,53,192.896192
-660.519284,100,193.02276
-723.567207,83,193.115063
-453.793542,52,193.170144
-508.394979,57,193.230886
-828.490886,85,193.406631
-804.696367,115,193.563055
-526.259558,64,193.635746
-428.493953,50,193.690704
-783.143364,84,193.782089
-763.36951,119,193.997324
-535.731141,78,194.096128
-518.616186,56,194.159387
-426.672984,53,194.217763
-480.317435,54,194.277938
-546.645089,65,194.355006
-539.941492,61,194.423399
-2007.107289,244,195.472423
-970.251252,108,195.597557
-467.11508,55,195.654558
-684.191905,83,195.745387
-476.686769,52,195.799471
-609.186026,97,195.969705
-431.287845,53,196.032883
-601.627531,63,196.102812
-635.486588,100,196.22693
-528.499099,79,196.31305
-434.145178,54,196.371468
-453.216252,55,196.431123
-436.051785,57,196.4965
-591.729328,111,196.721937
-418.356483,51,196.781533
-412.016975,54,196.847131
-433.676885,54,196.908223
-503.834594,60,196.976035
-676.531876,73,197.056619
-503.940273,85,197.152648
-503.663135,54,197.900893
-823.119762,96,198.010465
-644.951415,74,198.089853
-663.836837,76,198.170271
-583.883775,77,198.25309
-1012.002552,97,198.359111
-383.992609,49,198.409555
-676.474828,98,198.595242
-642.169457,92,198.711496
-512.546458,60,198.780228
-543.933696,65,198.878676
-466.719145,58,198.970878
-478.574572,53,199.042258
-601.227585,92,199.170658
-570.66097,74,199.374203
-458.249474,57,199.456147
-626.37437,68,199.578899
-458.189295,69,199.676509
-585.871665,76,199.797287
-413.27119,48,199.864782
-583.300228,78,199.984279
-755.983425,88,200.899551
-445.117844,52,200.957842
-359.904181,51,201.014163
-377.088849,51,201.070431
-440.374746,51,201.126564
-649.017431,74,201.206225
-795.401649,104,201.322863
-658.966072,70,201.477
-655.902104,67,201.560194
-575.965784,76,201.651498
-508.20974,60,201.721704
-842.90007,99,201.840184
-574.82178,65,201.913315
-539.439123,82,202.008597
-421.358463,52,202.132528
-475.654706,188,202.399171
-518.529589,63,202.474054
-674.962747,73,202.555099
-765.058783,84,202.649188
-737.558634,93,203.492038
-591.864927,80,203.578974
-667.718872,72,203.655934
-613.217206,65,203.725927
-533.393792,65,203.79891
-588.876753,85,203.888961
-648.561164,75,203.966546
-596.826744,65,204.096496
-456.30153,89,204.199001
-640.289413,66,204.276768
-639.256182,71,204.357985
-751.947898,86,204.454225
-579.086421,63,204.522978
-570.516056,64,204.593527
-427.644149,54,204.717488
-595.559129,100,204.840888
-733.819938,82,204.936142
-517.046817,75,205.026044
-448.859971,110,205.155729
-451.666658,56,205.221125
-423.587696,50,205.275122
-564.883013,93,206.092197
-556.42826,86,206.184023
-512.19587,76,206.269949
-379.185378,100,206.393624
-556.870043,81,206.478849
-713.442252,87,206.658105
-651.84803,72,206.743467
-638.609993,67,206.820431
-505.156041,109,206.964309
-562.264767,93,207.067485
-532.195677,78,207.150018
-719.106667,175,207.474195
-520.36033,60,207.540692
-601.144702,77,207.624115
-615.922016,68,207.700821
-518.918992,57,207.761469
-607.430988,71,207.836996
-478.406686,59,207.903982
-605.40282,66,208.678568
-420.695543,51,208.732995
-658.106514,89,208.830151
-737.535842,83,208.917457
-547.15611,72,208.99186
-543.74613,69,209.064161
-490.235798,67,209.137527
-381.323709,48,209.258233
-850.30569,109,209.386559
-560.445784,84,209.480127
-543.321787,92,209.588101
-491.865199,108,209.716833
-524.227261,93,209.911551
-517.551012,73,209.995259
-394.378566,126,210.151078
-458.925825,53,210.208757
-449.338768,67,210.285173
-629.33471,76,210.367884
-428.094346,51,210.421324
-536.622184,61,211.204117
-494.471411,58,211.26592
-497.395637,56,211.326245
-497.280103,57,211.386986
-454.830209,55,211.448816
-387.792594,50,211.500007
-487.03194,104,211.618962
-462.547519,54,211.674407
-558.281059,73,211.845397
-612.002132,89,211.951869
-488.535276,55,212.0134
-515.271368,63,212.088742
-487.917041,100,212.207582
-487.61028,58,212.272859
-421.984472,51,212.327804
-586.320901,67,212.468977
-480.978721,66,212.549878
-517.295632,69,212.632453
-709.29806,81,212.722152
-554.386396,107,212.852986
-548.265567,72,212.931705
-572.797258,91,213.773827
-559.228703,79,213.86213
-525.727148,57,213.923921
-534.782756,65,213.993882
-98.833181,145,214.169363
-597.579517,98,214.277439
-484.470968,58,214.424258
-532.839141,66,214.509228
-577.981427,109,214.649
-501.298174,85,214.757748
-532.767012,60,214.82596
-595.632422,85,214.928002
-472.149763,55,214.988588
-217.511407,110,215.199859
-529.423209,58,215.268859
-426.55372,58,215.33873
-444.648411,51,215.395952
-661.92661,71,215.47687
-452.72393,55,215.538292
-405.168365,51,215.595226
-593.953922,64,215.664553
-475.905447,84,216.525775
-390.86869,47,216.577344
-572.070875,98,216.690156
-906.189168,130,216.84822
-372.987596,67,216.924722
-604.456527,69,217.002681
-544.688782,61,217.14049
-682.20924,148,217.356009
-497.967153,96,217.479251
-459.817112,52,217.543145
-717.027478,123,217.700856
-585.582056,77,217.887952
-776.845918,80,217.987467
-717.310722,81,218.086684
-485.957407,100,218.199743
-446.172986,56,218.263623
-730.385309,82,218.351779
-404.063228,61,218.418554
-548.587576,70,219.524512
-124.688272,78,219.644391
-446.496136,57,219.729707
-481.09596,63,219.820825
-552.061665,74,219.919923
-228.435667,95,220.054555
-644.153649,71,220.21426
-709.399262,84,220.317948
-592.972784,133,220.506841
-603.709255,65,220.581687
-411.709478,53,220.642123
-1027.037167,100,220.764251
-492.11195,71,220.921728
-687.827692,75,221.005565
-573.170108,77,221.102157
-574.227324,85,221.221725
-481.386574,56,221.294274
-494.267112,86,221.408453
-482.373325,62,221.49253
-652.891959,72,222.404583
-446.856637,58,222.478265
-600.861633,77,222.576879
-534.621803,92,222.700531
-535.504501,74,222.800627
-484.404922,65,222.885847
-591.451904,64,222.958923
-468.121409,66,223.09358
-760.415465,81,223.183948
-646.877582,77,223.268004
-595.143866,106,223.399296
-442.521096,59,223.475063
-456.437551,74,223.581069
-427.355327,84,223.757267
-375.62731,107,223.913232
-451.067657,59,223.994467
-454.261256,54,224.063771
-466.102526,65,224.152727
-378.446302,50,224.215879
-453.71831,53,224.281751
-625.126534,104,224.416179
-569.067284,95,225.33082
-270.73979,103,225.467773
-580.882313,64,225.538257
-747.580445,82,225.628549
-632.551394,67,225.700844
-522.507609,55,225.760788
-1118.909617,98,225.934262
-386.41283,52,225.992244
-452.077027,53,226.049809
-505.692146,110,226.175582
-481.839765,72,226.256038
-601.830429,65,226.327242
-745.055016,82,226.417366
-498.224902,68,226.562083
-489.011016,69,226.641529
-519.087526,56,226.708589
-488.066718,54,226.771497
-946.744683,91,226.884444
-841.176936,96,227.005713
-777.576398,86,227.929588
-498.181997,85,228.029281
-445.668679,51,228.085643
-421.861647,55,228.150918
-567.32619,79,228.237102
-459.598627,69,228.316
-485.171824,54,228.37409
-599.480144,76,228.455144
-507.80544,57,228.588196
-500.80874,54,228.655006
-454.678266,63,228.729958
-724.341444,91,228.835205
-478.668522,70,228.926985
-518.483054,67,229.012529
-579.982056,69,229.091069
-456.226504,54,229.211923
-510.562154,72,229.295136
-497.692205,57,229.360709
-481.661505,64,229.432176
-640.567378,67,229.512814
-585.655303,74,229.612811
-679.386809,72,229.700922
-733.293404,77,229.799006
-487.689066,56,230.651639
-661.818291,74,230.748269
-431.430512,65,230.837616
-396.877647,51,230.898541
-774.542382,99,231.036664
-679.140882,74,231.171916
-630.18177,76,231.290495
-496.54161,66,231.553699
-280.245717,81,231.693639
-580.68891,64,231.791469
-598.525274,71,231.897053
-481.642836,118,232.123901
-500.499765,57,232.211027
-699.04977,111,232.524107
-613.953074,69,232.643655
-523.990964,87,232.789946
-497.496572,55,232.863372
-656.9061,73,232.95758
-662.42971,76,233.061586
-623.194645,65,233.149236
-382.973456,52,234.103101
-441.25023,64,234.195678
-664.254142,112,234.350247
-471.908058,121,234.539163
-488.592364,65,234.622124
-568.771699,62,234.701311
-464.505716,65,234.847565
-389.613935,53,234.910816
-474.165512,65,234.990267
-586.744176,75,235.088961
-375.938788,52,235.160118
-674.96259,58,235.246681
-515.219175,64,235.331268
-699.46156,58,235.416708
-305.643765,79,235.580257
-650.025336,69,235.665287
-854.257437,126,235.828722
-448.711664,75,235.931985
-914.090047,118,236.085668
-557.335469,60,236.165718
-686.20126,119,237.2604
-601.542641,65,237.355842
-421.48399,58,237.446308
-546.61541,76,237.562459
-478.648584,70,237.667121
-548.320963,60,237.750725
-422.915585,52,237.821359
-512.900885,71,237.975192
-341.977385,71,238.067694
-532.126804,61,238.138329
-501.229918,66,238.216404
-851.388552,116,238.362136
-699.193487,79,238.459283
-1107.188002,89,238.630563
-550.199764,59,238.69665
-460.318209,57,238.760369
-661.793696,104,238.881227
-473.383017,58,238.947371
-400.390893,55,239.027596
-1202.691016,129,239.213258
-508.595576,84,240.206206
-481.828926,69,240.326775
-889.59749,93,240.494152
-739.531808,87,240.621092
-483.622621,66,240.71929
-463.665856,73,240.821131
-646.896867,87,241.00696
-458.327421,52,241.069039
-408.593864,50,241.135817
-410.967838,55,241.202591
-639.983842,74,241.291508
-601.681654,68,241.374073
-424.6217,50,241.433164
-514.786471,60,241.507772
-1261.987017,100,241.712688
-1698.712355,135,241.891889
-484.807075,54,241.952234
-696.198224,107,242.090443
-1691.022109,133,242.275358
-444.909731,63,243.168763
-505.296677,69,243.245877
-815.74895,107,243.384601
-652.494875,71,243.475399
-1205.772824,95,243.606152
-532.645491,59,243.677026
-651.147565,55,243.829556
-595.75,67,243.907656
-601.785651,76,243.996469
-457.835368,64,244.070503
-392.907067,54,244.133897
-364.923844,64,244.215109
-980.28404,113,244.366137
-453.917806,60,244.433716
-404.845704,55,244.55635
-363.897524,51,244.615511
-388.561217,57,244.68269
-1043.105994,133,244.855128
-615.364881,55,244.933975
-628.112594,70,245.018911
-461.064448,62,245.091597
-430.812232,58,245.969123
-550.722079,76,246.061958
-559.179276,62,246.134196
-420.440932,84,246.231823
-724.649093,104,246.363455
-435.083895,64,246.436596
-493.58209,68,246.512238
-991.69261,110,246.746435
-2025.032866,164,246.970335
-447.684636,85,247.073443
-1098.127067,87,247.184265
-363.52886,56,247.252432
-472.877701,65,247.421636
-393.746374,56,247.492026
-529.379811,65,247.571446
-378.076377,57,247.64104
-659.621188,72,247.725316
-451.893836,66,247.804505
-715.724265,102,247.930854
-366.84391,64,248.868762
-409.857778,55,248.935407
-745.636057,84,249.044268
-375.542632,49,249.108204
-965.84844,79,249.220961
-448.096332,52,249.293614
-778.776572,86,249.413769
-278.971083,115,249.775105
-473.705001,53,249.844354
-444.702612,64,249.930721
-522.396027,80,250.040923
-1184.717694,92,250.172479
-556.510127,77,250.275254
-498.588228,69,250.480417
-383.600562,52,250.551281
-454.817611,52,250.616864
-466.367471,72,250.711833
-465.279675,62,250.786269
-503.652952,79,250.889542
-463.470326,62,250.965388
-647.939479,93,251.088138
