EpLenMean,entropy,surrgain,entloss,meankl,TimeElapsed,EpisodesSoFar,EpTrueRewMean,optimgain,EpRewMean,explained_variance_tdlam_before,TimestepsSoFar,EpThisIter
128.125,2.7812908,0.032985352,0.0,0.009198652,6.2194907665252686,8,-257.7979125173006,0.032985352,91.390594,0.13567101955413818,1024,8
123.5,2.7698977,0.02489883,0.0,0.012081326,10.897333145141602,14,-296.7971679519563,0.02489883,89.14222,-0.048638224601745605,2048,6
113.91666666666667,2.8464992,0.023571089,0.0,0.008531155,17.735082387924194,24,-338.61375464265194,0.023571089,82.160904,0.12117975950241089,3072,10
113.72727272727273,2.8206284,0.02415325,0.0,0.0069611613,21.25570845603943,33,-329.82788192494206,0.02415325,81.588745,0.1294008493423462,4096,9
106.4,2.80952,0.022989761,0.0,0.010024904,24.89492630958557,42,-334.42456379353536,0.022989761,75.98476,0.06661474704742432,5120,9
108.8,2.7837937,0.028452924,0.0,0.008560516,28.412474155426025,51,-370.1035406618059,0.028452924,76.06459,0.05703991651535034,6144,9
108.475,2.7443535,0.023306182,0.0,0.009600969,32.538140296936035,61,-358.8050686150673,0.023306182,74.03138,0.18030136823654175,7168,10
117.35,2.7569058,0.037677325,0.0,0.0103101265,36.57554078102112,68,-371.12968238241154,0.037677325,77.98198,0.35967981815338135,8192,7
115.3,2.753133,0.031758524,0.0,0.0120705655,40.249237298965454,77,-359.36458070241497,0.031758524,75.02799,0.4961155652999878,9216,9
118.35,2.7658393,0.038395137,0.0,0.009837618,44.280569076538086,85,-366.43850586605987,0.038395137,77.183365,0.3892327547073364,10240,8
118.3,2.7198179,0.018337823,0.0,0.0105830645,48.38819885253906,95,-347.5734305725506,0.018337823,73.081154,0.7332490086555481,11264,10
109.5,2.7285135,0.029744264,0.0,0.008607072,53.37883472442627,105,-322.3998746216865,0.029744264,66.917786,0.3817024827003479,12288,10
113.35,2.7104096,0.024590138,0.0,0.009639837,57.08691167831421,113,-316.2394793018544,0.024590138,69.34286,0.5560185611248016,13312,8
114.15,2.718201,0.030739365,0.0,0.010275025,61.48086881637573,123,-297.3636780542574,0.030739365,67.94618,0.623839408159256,14336,10
113.35,2.6983316,0.036233164,0.0,0.010770713,65.1838264465332,131,-271.6933976247417,0.036233164,66.327965,0.4508959650993347,15360,8
112.55,2.6242588,0.024908025,0.0,0.009854287,69.19090366363525,141,-272.11619348229266,0.024908025,63.205334,0.7717146873474121,16384,10
115.175,2.598571,0.03099617,0.0,0.0107314605,73.55463147163391,148,-261.57784989705664,0.03099617,67.82246,0.4290872812271118,17408,7
120.125,2.6243684,0.027698994,0.0,0.009867985,79.08146405220032,154,-239.7101928104101,0.027698994,73.515236,0.2596614360809326,18432,6
129.625,2.6339328,0.032106467,0.0,0.010199584,83.9971661567688,160,-241.31326233311339,0.032106467,80.87221,0.6434671580791473,19456,6
146.975,2.6046135,0.02335092,0.0,0.007508218,89.61376762390137,164,-247.00079370020904,0.02335092,90.82767,0.6878329217433929,20480,4
152.8,2.585491,0.024523906,0.0,0.012669739,95.94659042358398,167,-256.60105409391474,0.024523906,92.1981,0.423262357711792,21504,3
164.325,2.5764742,0.032833897,0.0,0.011686493,101.90294933319092,170,-249.98382650675413,0.032833897,101.89844,-0.11877000331878662,22528,3
183.5,2.560444,0.029942231,0.0,0.009208351,108.05760288238525,172,-252.7608994040951,0.029942231,119.49249,0.15154492855072021,23552,2
195.275,2.5479622,0.041492254,0.0,0.01037487,113.59720373153687,178,-237.62507785355774,0.041492254,128.37639,0.4777226448059082,24576,6
200.1,2.5491846,0.036657132,0.0,0.011218371,120.51471972465515,184,-228.8061565414435,0.036657132,128.275,0.5269955098628998,25600,6
210.25,2.579975,0.03364294,0.0,0.010297034,124.90685749053955,189,-229.77821327010898,0.03364294,135.66086,0.5267188549041748,26624,5
214.05,2.5959282,0.026845466,0.0,0.010234899,130.29685878753662,191,-234.50921528867474,0.026845466,137.73506,0.20056641101837158,27648,2
213.925,2.576428,0.028682085,0.0,0.01001545,134.98021531105042,198,-237.97169949752134,0.028682085,138.97256,0.4312676787376404,28672,7
237.775,2.5294828,0.042172685,0.0,0.010530996,140.0540328025818,202,-237.90272732687936,0.042172685,156.34966,0.43926292657852173,29696,4
225.175,2.5199888,0.025384843,0.0,0.009255214,144.5497624874115,208,-233.1127422366588,0.025384843,151.48404,0.6334824562072754,30720,6
231.375,2.5186155,0.04325099,0.0,0.009528527,150.98993968963623,211,-235.06324831402654,0.04325099,149.59264,0.5536221563816071,31744,3
232.975,2.515259,0.026192855,0.0,0.009163057,157.62161660194397,213,-235.37511805326704,0.026192855,146.23813,0.4985382556915283,32768,2
243.35,2.5330207,0.038926326,0.0,0.009951765,164.50083708763123,215,-240.23077052266362,0.038926326,150.04298,0.5104121267795563,33792,2
259.45,2.537253,0.023887742,0.0,0.008233285,170.44567847251892,218,-253.5007734146775,0.023887742,154.65012,0.7379257380962372,34816,3
268.475,2.5778387,0.018328778,0.0,0.010398313,179.83022356033325,219,-277.3975917411508,0.018328778,156.00961,0.5696904957294464,35840,1
285.775,2.610657,0.016163763,0.0,0.003761844,188.99592328071594,220,-278.38171183052384,0.016163763,162.50943,0.30143851041793823,36864,1
294.55,2.615937,0.036902793,0.0,0.014141608,198.58892560005188,223,-286.01185208731965,0.036902793,163.27422,0.5444139838218689,37888,3
302.525,2.6175325,0.025579829,0.0,0.011512876,205.5845239162445,226,-316.90950065610866,0.025579829,156.62329,0.5858259797096252,38912,3
320.175,2.635336,0.025996499,0.0,0.009490494,212.4001064300537,227,-337.1449688166269,0.025996499,162.2356,0.6057551801204681,39936,1
356.075,2.5962005,0.02771134,0.0,0.010856449,218.85981154441833,229,-358.4309011343785,0.02771134,177.77148,0.6937819421291351,40960,2
363.55,2.61797,0.03247665,0.0,0.0120155215,225.0217444896698,231,-371.7177921516142,0.03247665,172.44069,0.5896990895271301,41984,2
376.8,2.5377388,0.028461063,0.0,0.010999513,230.30102062225342,235,-396.04431611752864,0.028461063,170.95312,0.6160254776477814,43008,4
396.55,2.5547173,0.029612867,0.0,0.009817427,235.99199986457825,238,-417.8947279398611,0.029612867,176.21619,0.9195230230689049,44032,3
385.125,2.5368235,0.02871395,0.0,0.0076052845,241.18080806732178,242,-432.213735133133,0.02871395,162.80531,0.5477916896343231,45056,4
388.35,2.50867,0.022309136,0.0,0.009858857,248.50622725486755,247,-436.98130926275263,0.022309136,160.54916,0.6999070644378662,46080,5
386.8,2.5629296,0.030659538,0.0,0.00989532,253.6019070148468,249,-437.02725636821634,0.030659538,157.64944,0.8944433629512787,47104,2
369.625,2.6122649,0.026591452,0.0,0.0098379385,258.177729845047,254,-432.9866841121922,0.026591452,154.77725,0.6925976872444153,48128,5
355.825,2.6964085,0.019823354,0.0,0.009340344,262.7888307571411,257,-415.70347358800757,0.019823354,153.35983,0.9136065691709518,49152,3
329.725,2.6770911,0.02592856,0.0,0.01116008,268.06846857070923,261,-409.1059671712861,0.02592856,144.77518,0.8344138264656067,50176,4
309.65,2.66641,0.026004057,0.0,0.009208959,272.21813106536865,266,-364.67763421962263,0.026004057,146.76431,0.8373491615056992,51200,5
247.4,2.6832862,0.021771993,0.0,0.009698403,276.21297812461853,271,-300.7356952591505,0.021771993,127.67592,0.8764689937233925,52224,5
234.875,2.6698887,0.034387425,0.0,0.013253223,280.93075299263,275,-272.0013682235902,0.034387425,133.31488,0.8357424139976501,53248,4
220.575,2.647858,0.027483786,0.0,0.009498754,284.93474555015564,281,-222.96083509115815,0.027483786,138.85538,0.8555240780115128,54272,6
211.025,2.661807,0.022448141,0.0,0.008777894,288.85661339759827,286,-205.37445849327523,0.022448141,135.82487,0.9716667495667934,55296,5
198.525,2.5670893,0.029924197,0.0,0.011280616,292.688271522522,292,-186.9618593219744,0.029924197,132.98148,0.9511363692581654,56320,6
190.675,2.547434,0.019802995,0.0,0.009776523,296.54986572265625,299,-201.85756332699674,0.019802995,129.7981,0.8664590269327164,57344,7
172.45,2.5594184,0.03940487,0.0,0.0100164395,300.27675557136536,306,-204.3596560009959,0.03940487,121.79695,0.8778690099716187,58368,7
164.85,2.559448,0.024468703,0.0,0.01003436,304.0297677516937,313,-231.13994614272087,0.024468703,120.52834,0.9000057056546211,59392,7
150.675,2.544248,0.013764347,0.0,0.0043892707,307.7769191265106,321,-265.3583173703315,0.013764347,108.27763,0.9519231654703617,60416,8
144.45,2.6187325,0.026944865,0.0,0.008486917,311.56826972961426,328,-282.21048433415274,0.026944865,106.31978,0.9621298834681511,61440,7
137.95,2.6767466,0.030675221,0.0,0.009252407,315.37914633750916,336,-314.7902332124344,0.030675221,103.01338,0.9111465290188789,62464,8
138.125,2.6516814,0.04124418,0.0,0.01027628,319.2163281440735,343,-300.70271077770883,0.04124418,102.987816,0.8644344806671143,63488,7
139.375,2.6602693,0.029463183,0.0,0.0126336245,322.9737865924835,350,-298.63497273505783,0.029463183,101.56905,0.9024906530976295,64512,7
145.95,2.6626675,0.03696181,0.0,0.010579996,326.6013226509094,357,-268.6491821026699,0.03696181,106.86953,0.8884213492274284,65536,7
145.05,2.6726491,0.033290017,0.0,0.012555761,330.35812044143677,365,-261.7242193271501,0.033290017,105.70052,0.8923490196466446,66560,8
142.3,2.6954014,0.039243333,0.0,0.012389156,334.09554648399353,374,-254.1348071767461,0.039243333,95.994255,0.8894478604197502,67584,9
147.2,2.6983252,0.035921905,0.0,0.010994407,337.87820053100586,381,-254.02866824979793,0.035921905,102.49342,0.7501053661108017,68608,7
145.625,2.7242408,0.045748718,0.0,0.009435804,342.49155497550964,388,-240.43997806528495,0.045748718,99.00224,0.9227479621767998,69632,7
137.05,2.71812,0.030173048,0.0,0.012230059,346.83300375938416,396,-232.2643187571317,0.030173048,87.70608,0.9266842231154442,70656,8
137.375,2.7152796,0.028834091,0.0,0.010424946,351.05457401275635,403,-221.14217279993537,0.028834091,82.54335,0.8859671577811241,71680,7
139.875,2.733409,0.0272592,0.0,0.01113476,359.3455159664154,404,-215.55784849741104,0.0272592,84.24868,0.6344566643238068,72704,1
136.125,2.733062,0.033775434,0.0,0.010872856,364.5363323688507,411,-203.193872763322,0.033775434,81.790794,0.9142734557390213,73728,7
141.35,2.7208357,0.03335965,0.0,0.012800549,370.63726592063904,418,-154.19694093704237,0.03335965,85.592865,0.7663196325302124,74752,7
142.15,2.7055361,0.03488473,0.0,0.010250885,374.65804409980774,424,-146.17270657427508,0.03488473,80.71543,0.8652129173278809,75776,6
160.675,2.713582,0.021076001,0.0,0.00910829,380.66114044189453,427,-142.14255297048476,0.021076001,114.041275,0.6486007869243622,76800,3
165.175,2.7464185,0.084226385,0.0,0.008594694,385.27822399139404,434,-137.4166260404407,0.084226385,117.74098,0.8210407495498657,77824,7
170.2,2.719848,0.020926468,0.0,0.010027389,389.80977177619934,440,-142.21801557399266,0.020926468,121.7874,0.6673499941825867,78848,6
173.825,2.7222567,0.028737217,0.0,0.009261928,396.4153833389282,447,-139.774093759483,0.028737217,120.729576,0.8035628348588943,79872,7
170.775,2.722312,0.042500667,0.0,0.004364614,400.68416023254395,455,-130.14376258781232,0.042500667,116.35869,0.9419987611472607,80896,8
168.675,2.7398577,0.03535276,0.0,0.009114893,404.65745210647583,462,-134.53608604895098,0.03535276,113.430664,0.7533189654350281,81920,7
147.25,2.759488,0.03963033,0.0,0.009517183,409.4883463382721,470,-148.42393434326377,0.03963033,75.51301,0.9400264471769333,82944,8
141.325,2.7670596,0.02678635,0.0,0.008858158,414.6305067539215,476,-152.45102592518532,0.02678635,70.10865,0.8828923031687737,83968,6
150.85,2.7535372,0.02411133,0.0,0.010156043,420.1599497795105,480,-147.91231851121165,0.02411133,69.07003,0.8974326848983765,84992,4
150.75,2.7565641,0.037476975,0.0,0.010481112,427.0264575481415,483,-145.8956879987124,0.037476975,69.76609,0.7419180572032928,86016,3
143.85,2.746274,0.03389052,0.0,0.013329759,435.84111523628235,492,-135.20829070598455,0.03389052,64.07575,0.8763826042413712,87040,9
150.25,2.842469,0.029427014,0.0,0.009685706,441.7349030971527,495,-135.77054742313095,0.029427014,72.00958,0.7614980489015579,88064,3
144.825,2.904429,0.026019081,0.0,0.011505237,449.2060158252716,504,-116.05536946956309,0.026019081,65.815834,0.7833390384912491,89088,9
140.725,2.9400537,0.025034271,0.0,0.009628662,454.5401282310486,512,-114.49561357065868,0.025034271,65.40461,0.48372840881347656,90112,8
125.675,2.8913882,0.018671038,0.0,0.0043169814,458.37414813041687,521,-95.69592974191764,0.018671038,60.818626,0.8621721118688583,91136,9
133.325,2.9189126,0.033859346,0.0,0.009970788,462.29170846939087,527,-106.65619526153314,0.033859346,63.122833,0.5787895321846008,92160,6
122.275,2.907529,0.023861784,0.0,0.009247549,466.86087226867676,534,-101.56305850388017,0.023861784,52.430634,0.5517956614494324,93184,7
134.95,2.8889167,0.02905157,0.0,0.00976718,471.01032614707947,539,-135.3542510138803,0.02905157,62.74784,0.6930448412895203,94208,5
142.75,2.8725672,0.032080006,0.0,0.0091786925,475.4919126033783,546,-160.86285453298842,0.032080006,67.74439,0.7780120074748993,95232,7
140.2,2.9096296,0.026412347,0.0,0.009085277,480.1524603366852,554,-152.5509969830986,0.026412347,63.62563,0.8332773596048355,96256,8
138.55,2.9298604,0.028920684,0.0,0.010387268,484.27292037010193,563,-163.71495647811463,0.028920684,65.10533,0.7940217405557632,97280,9
144.575,2.94114,0.034341205,0.0,0.009122499,492.29166412353516,567,-184.69116878400163,0.034341205,69.79654,0.7998594641685486,98304,4
145.9,2.9029927,0.036760367,0.0,0.0102052,498.03520584106445,570,-184.9347294631596,0.036760367,70.643585,0.6486093401908875,99328,3
143.725,2.8629866,0.026217565,0.0,0.009423981,503.1161253452301,580,-169.5276878952718,0.026217565,68.07921,0.4243242144584656,100352,10
153.7,2.8735743,0.03757956,0.0,0.010290196,508.10557985305786,590,-180.91311555856083,0.03757956,74.10508,0.7888795733451843,101376,10
147.625,2.885262,0.03559695,0.0,0.009005364,513.426519870758,600,-187.8079881834652,0.03559695,76.37815,0.8077474683523178,102400,10
136.1,2.8858726,0.021892516,0.0,0.0041237413,521.2949335575104,609,-165.5481526472955,0.021892516,69.835495,0.7526419162750244,103424,9
127.8,2.8806682,0.03398586,0.0,0.010666277,525.4952638149261,617,-172.40578751690336,0.03398586,65.583664,0.5418291389942169,104448,8
136.8,2.8985674,0.04353419,0.0,0.010135641,531.4189195632935,624,-159.6181898764975,0.04353419,107.523964,0.5682582855224609,105472,7
147.975,2.8978784,0.025320128,0.0,0.009164421,536.1614990234375,629,-184.52870150678208,0.025320128,116.54629,0.6021105945110321,106496,5
171.95,2.8929524,0.02490129,0.0,0.010593891,543.1161201000214,632,-191.20150278584916,0.02490129,130.28333,0.4904809594154358,107520,3
177.975,2.898194,0.026578506,0.0,0.010029365,549.2210359573364,638,-256.86175108629794,0.026578506,140.77759,0.769889235496521,108544,6
202.625,2.8777745,0.035834827,0.0,0.0110130245,557.2688055038452,640,-259.47242439592776,0.035834827,155.39743,0.3629559278488159,109568,2
201.225,2.9260862,0.036443267,0.0,0.010321599,564.3915503025055,650,-286.62825621309275,0.036443267,158.81325,0.6359390020370483,110592,10
208.55,2.9242885,0.025309205,0.0,0.008116098,571.1863276958466,652,-295.3841635346031,0.025309205,165.38644,0.6377223432064056,111616,2
208.75,2.9772952,0.033496194,0.0,0.011184277,580.1557724475861,654,-316.69903761265704,0.033496194,168.22945,0.6914548277854919,112640,2
182.05,2.9809475,0.038961228,0.0,0.011702187,586.1981120109558,663,-346.54880586697254,0.038961228,118.45461,0.6625854969024658,113664,9
144.275,2.9678137,0.029155973,0.0,0.012859774,591.8981108665466,672,-399.8147236899007,0.029155973,101.096695,0.7394936978816986,114688,9
169.075,2.9547093,0.03545561,0.0,0.010697387,599.4822697639465,674,-369.92995361127544,0.03545561,127.67507,0.604224443435669,115712,2
159.75,2.9600317,0.06174753,0.0,0.010777339,607.4428627490997,678,-412.2790862915939,0.06174753,126.10759,0.756362110376358,116736,4
156.95,2.9652812,0.021460205,0.0,0.009389985,618.5492339134216,680,-429.22768259326875,0.021460205,123.24673,0.29007434844970703,117760,2
161.6,2.9478536,0.028628165,0.0,0.011993719,624.4022190570831,688,-472.61213991875013,0.028628165,131.0634,0.6634207665920258,118784,8
151.3,2.9908147,0.044919245,0.0,0.012096886,629.7845928668976,696,-466.0242182026188,0.044919245,121.42305,0.6425642669200897,119808,8
160.35,2.9842446,0.035063397,0.0,0.0108560985,634.2350087165833,703,-487.3269109545512,0.035063397,122.99351,0.5657495856285095,120832,7
176.35,2.992493,0.040117275,0.0,0.009216556,639.8560602664948,708,-425.77756439245456,0.040117275,152.34418,0.6233904659748077,121856,5
198.375,3.0188692,0.022034023,0.0,0.009534799,648.4116458892822,709,-424.42541628962533,0.022034023,187.8428,0.5169937610626221,122880,1
230.9,3.0177689,0.019887943,0.0,0.014949729,654.2017545700073,712,-394.8596642065768,0.019887943,196.54562,0.8260545283555984,123904,3
228.75,2.9611123,0.033249304,0.0,0.010115298,660.0050752162933,716,-417.68003965788847,0.033249304,177.69516,0.8376388251781464,124928,4
251.5,3.036865,0.016617645,0.0,0.009238597,666.1702220439911,717,-393.8242717134326,0.016617645,183.95012,0.3089587688446045,125952,1
252.1,3.0320437,0.024895296,0.0,0.009768081,673.2932124137878,718,-373.46873799399725,0.024895296,183.22807,0.913851760327816,126976,1
250.15,3.0054958,0.039422806,0.0,0.01117119,680.8168952465057,720,-378.1023234745891,0.039422806,199.6302,0.6670371294021606,128000,2
245.825,3.011045,0.034952335,0.0,0.0106182415,685.7793123722076,728,-379.1737618115785,0.034952335,191.47783,0.5281856954097748,129024,8
268.075,2.9998393,0.027725637,0.0,0.004672965,694.6177589893341,731,-337.8412928443573,0.027725637,209.50827,0.5776415467262268,130048,3
276.45,3.0115047,0.024960876,0.0,0.009912252,702.2273945808411,737,-364.83409543316736,0.024960876,213.5281,0.5102829039096832,131072,6
291.225,3.0350742,0.026917428,0.0,0.010121733,711.1731126308441,743,-394.46089475245753,0.026917428,271.28287,0.6189739108085632,132096,6
260.3,3.0304031,0.04223526,0.0,0.0105684735,719.465963602066,751,-482.1193419302268,0.04223526,229.25525,0.554764598608017,133120,8
227.575,3.043424,0.03376645,0.0,0.010658359,726.1522514820099,756,-515.8389518055403,0.03376645,212.52446,0.946116641163826,134144,5
210.0,3.016816,0.027812757,0.0,0.008656751,734.3339645862579,759,-513.5071263634294,0.027812757,194.7183,0.49555522203445435,135168,3
207.25,3.046791,0.03941657,0.0,0.011403149,740.8041293621063,768,-502.4649091456478,0.03941657,193.87581,0.693430095911026,136192,9
183.125,3.0838037,0.042543884,0.0,0.014306486,747.0236377716064,775,-550.596319852733,0.042543884,178.99283,0.7214784622192383,137216,7
165.175,3.0852048,0.025884312,0.0,0.01219447,754.4787359237671,784,-516.0232151226461,0.025884312,141.3871,0.589289516210556,138240,9
169.575,3.0964348,0.0362622,0.0,0.012910765,760.3994047641754,788,-492.45157775635926,0.0362622,144.44788,0.7926928400993347,139264,4
185.25,3.0984728,0.016753953,0.0,0.009144748,769.134920835495,791,-488.9244826048645,0.016753953,160.56764,0.7854678332805634,140288,3
